cs_interaction_id,business_event_date,posting_date,effective_date,as_of_date,customer_id,employee_id,branch_code,channel,interaction_type,resolution_type,related_refund_id,related_warranty_claim_id,chat_session_id
CSI-202405-6599959,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-005305,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-01-25eedf
CSI-202405-14649074,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-005683,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202405-01005683,,
CSI-202405-16305164,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-006409,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202405-01006409,,
CSI-202405-15548216,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-007242,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202405-01007242,
CSI-202405-6043884,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-007692,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202405-01007692,,
CSI-202405-10055986,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-008027,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202405-01008027,,
CSI-202405-9366364,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-011613,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202405-01011613,,
CSI-202405-9146632,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-013548,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202405-01013548,,
CSI-202405-2823221,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-018031,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202405-01018031,,
CSI-202405-6177425,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-018046,EMP-L3-00121,BKK-R9,in_person,warranty_claim,open,,WC-202405-01018046,
CSI-202405-2068174,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-026075,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-01-e8dae1
CSI-202405-16184388,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-000842,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202405-02000842,,
CSI-202405-579498,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-001202,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202405-02001202,,
CSI-202405-9922348,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-002665,EMP-L3-00025,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-02-6c0129
CSI-202405-6042472,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-002955,EMP-L3-00031,BKK-R9,in_person,warranty_claim,open,,WC-202405-02002955,
CSI-202405-840659,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-003484,EMP-L3-00037,BKK-R9,in_person,warranty_claim,open,,WC-202405-02003484,
CSI-202405-1409542,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-007382,EMP-L3-00043,BKK-R9,in_person,warranty_claim,open,,WC-202405-02007382,
CSI-202405-1960802,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-007805,EMP-L3-00049,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-02-c16a35
CSI-202405-7338548,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-009844,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202405-02009844,,
CSI-202405-5616106,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-011910,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202405-02011910,,
CSI-202405-4657248,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-012458,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-02-db0c4c
CSI-202405-15626739,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-016603,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202405-02016603,
CSI-202405-14305191,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-017925,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202405-02017925,,
CSI-202405-5426532,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-018226,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-02-10810c
CSI-202405-7552215,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-019853,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202405-02019853,,
CSI-202405-11282195,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-020183,EMP-L3-00097,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-02-6040d7
CSI-202405-10229480,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-020361,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202405-02020361,,
CSI-202405-4862904,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-021025,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202405-02021025,,
CSI-202405-11846583,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-021525,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202405-02021525,,
CSI-202405-151025,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-023065,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202405-02023065,,
CSI-202405-13618358,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-025107,EMP-L3-00127,BKK-R9,in_person,warranty_claim,open,,WC-202405-02025107,
CSI-202405-2264749,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-026795,EMP-L3-00133,BKK-R9,in_person,warranty_claim,open,,WC-202405-02026795,
CSI-202405-16339891,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-027894,EMP-L3-00139,BKK-R9,in_person,warranty_claim,open,,WC-202405-02027894,
CSI-202405-2245297,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-027996,EMP-L3-00145,BKK-R9,in_person,refund_request,resolved,RFD-202405-02027996,,
CSI-202405-7130064,2024-05-02,2024-05-02,,2026-01-15,CUST-L3-028482,EMP-L3-00151,BKK-R9,in_person,warranty_claim,open,,WC-202405-02028482,
CSI-202405-11985708,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-000372,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202405-03000372,,
CSI-202405-681698,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-000448,EMP-L3-00019,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-03-429ed0
CSI-202405-10440413,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-003080,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202405-03003080,,
CSI-202405-6773207,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-005849,EMP-L3-00031,BKK-R9,in_person,warranty_claim,open,,WC-202405-03005849,
CSI-202405-2504717,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-006340,EMP-L3-00037,BKK-R9,in_person,warranty_claim,open,,WC-202405-03006340,
CSI-202405-11950628,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-006532,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202405-03006532,,
CSI-202405-3518490,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-006532,EMP-L3-00049,BKK-R9,in_person,warranty_claim,open,,WC-202405-03006532,
CSI-202405-5963113,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-006837,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202405-03006837,
CSI-202405-2454825,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-007169,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202405-03007169,
CSI-202405-207243,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-010044,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202405-03010044,
CSI-202405-9125127,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-011647,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202405-03011647,,
CSI-202405-13940511,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-012313,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-03-1da22f
CSI-202405-11253413,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-012456,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202405-03012456,
CSI-202405-8232752,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-015155,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202405-03015155,,
CSI-202405-3100083,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-016750,EMP-L3-00097,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-03-76f2db
CSI-202405-10830677,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-017174,EMP-L3-00103,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-03-998003
CSI-202405-15378575,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-021746,EMP-L3-00109,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-03-09ad71
CSI-202405-3929208,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-023875,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202405-03023875,,
CSI-202405-14523053,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-028612,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202405-03028612,,
CSI-202405-12117171,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-028944,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202405-03028944,,
CSI-202405-6837903,2024-05-03,2024-05-03,,2026-01-15,CUST-L3-029287,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202405-03029287,,
CSI-202405-16639644,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-000780,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202405-04000780,,
CSI-202405-1905451,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-001113,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202405-04001113,,
CSI-202405-3972422,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-001590,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202405-04001590,
CSI-202405-10903527,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-004733,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202405-04004733,,
CSI-202405-9139729,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-004877,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202405-04004877,,
CSI-202405-7242976,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-006397,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202405-04006397,,
CSI-202405-15160867,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-009848,EMP-L3-00049,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-08bec4
CSI-202405-9884422,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-009983,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202405-04009983,,
CSI-202405-16771501,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-011126,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202405-04011126,,
CSI-202405-708342,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-011259,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202405-04011259,
CSI-202405-12551268,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-011314,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202405-04011314,,
CSI-202405-3738682,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-013481,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-dcf398
CSI-202405-9889516,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-014062,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-54c882
CSI-202405-10593860,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-014484,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202405-04014484,,
CSI-202405-15939738,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-014484,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202405-04014484,
CSI-202405-7509565,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-015258,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202405-04015258,
CSI-202405-14455268,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-015890,EMP-L3-00109,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-774f81
CSI-202405-9091910,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-016384,EMP-L3-00115,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-394f6f
CSI-202405-2937582,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-016492,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202405-04016492,,
CSI-202405-10856562,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-018287,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-6b1abc
CSI-202405-12768925,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-021524,EMP-L3-00133,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-aec491
CSI-202405-2592557,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-022505,EMP-L3-00139,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-c578b0
CSI-202405-275447,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-025315,EMP-L3-00145,BKK-R9,in_person,refund_request,resolved,RFD-202405-04025315,,
CSI-202405-8388859,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-026144,EMP-L3-00151,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-04-efce5c
CSI-202405-3054150,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-026199,EMP-L3-00157,BKK-R9,in_person,refund_request,resolved,RFD-202405-04026199,,
CSI-202405-8705983,2024-05-04,2024-05-04,,2026-01-15,CUST-L3-028443,EMP-L3-00163,BKK-R9,in_person,refund_request,resolved,RFD-202405-04028443,,
CSI-202405-214056,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-000633,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202405-05000633,,
CSI-202405-5457818,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-001688,EMP-L3-00019,BKK-R9,in_person,warranty_claim,open,,WC-202405-05001688,
CSI-202405-4475769,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-002981,EMP-L3-00025,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-05-668a1e
CSI-202405-15474389,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-003331,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202405-05003331,,
CSI-202405-7142237,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-003366,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202405-05003366,,
CSI-202405-13941684,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-006368,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202405-05006368,,
CSI-202405-2009197,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-006493,EMP-L3-00049,BKK-R9,in_person,warranty_claim,open,,WC-202405-05006493,
CSI-202405-13110580,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-010102,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202405-05010102,,
CSI-202405-5727926,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-012309,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202405-05012309,,
CSI-202405-12286531,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-013543,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202405-05013543,,
CSI-202405-12639820,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-013746,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202405-05013746,,
CSI-202405-9830346,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-014674,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-05-44f645
CSI-202405-13009209,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-017411,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-05-037426
CSI-202405-13000441,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-018896,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202405-05018896,
CSI-202405-011035,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-020077,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202405-05020077,
CSI-202405-2877514,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-020238,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202405-05020238,
CSI-202405-9808477,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-020314,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202405-05020314,,
CSI-202405-4906883,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-020822,EMP-L3-00115,BKK-R9,in_person,warranty_claim,open,,WC-202405-05020822,
CSI-202405-9091748,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-020939,EMP-L3-00121,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-05-d04e7a
CSI-202405-13916956,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-021274,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202405-05021274,,
CSI-202405-10686638,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-021955,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202405-05021955,,
CSI-202405-7022877,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-023640,EMP-L3-00139,BKK-R9,in_person,warranty_claim,open,,WC-202405-05023640,
CSI-202405-7050362,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-024280,EMP-L3-00145,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-05-33fb48
CSI-202405-9426863,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-024344,EMP-L3-00151,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-05-1f0f13
CSI-202405-13709445,2024-05-05,2024-05-05,,2026-01-15,CUST-L3-029182,EMP-L3-00157,BKK-R9,in_person,warranty_claim,open,,WC-202405-05029182,
CSI-202405-11653942,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-003802,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202405-06003802,,
CSI-202405-3795706,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-005131,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202405-06005131,,
CSI-202405-528119,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-006518,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202405-06006518,
CSI-202405-7913187,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-007443,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202405-06007443,,
CSI-202405-11126700,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-008427,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202405-06008427,,
CSI-202405-10433855,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-008774,EMP-L3-00043,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-06-ab68ce
CSI-202405-12952965,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-009754,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202405-06009754,,
CSI-202405-10421051,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-010049,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202405-06010049,,
CSI-202405-16730446,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-010248,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202405-06010248,
CSI-202405-9527160,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-011078,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202405-06011078,
CSI-202405-13694697,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-014363,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202405-06014363,,
CSI-202405-3231257,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-015307,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202405-06015307,,
CSI-202405-8437828,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-016563,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202405-06016563,,
CSI-202405-9446680,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-019142,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202405-06019142,,
CSI-202405-5517581,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-019642,EMP-L3-00097,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-06-4ea47e
CSI-202405-14089272,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-022160,EMP-L3-00103,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-06-d29ebd
CSI-202405-1409385,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-022513,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202405-06022513,,
CSI-202405-16765455,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-023745,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202405-06023745,,
CSI-202405-10109451,2024-05-06,2024-05-06,,2026-01-15,CUST-L3-028727,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202405-06028727,,
CSI-202405-699240,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-000311,EMP-L3-00010,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-07-29df4d
CSI-202405-10365928,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-003745,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202405-07003745,,
CSI-202405-9075353,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-003888,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202405-07003888,,
CSI-202405-1250484,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-005283,EMP-L3-00031,BKK-R9,in_person,warranty_claim,open,,WC-202405-07005283,
CSI-202405-1246631,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-005827,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202405-07005827,,
CSI-202405-767059,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-009622,EMP-L3-00043,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-07-e565a1
CSI-202405-13875970,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-012322,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202405-07012322,,
CSI-202405-2158715,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-017487,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202405-07017487,,
CSI-202405-12643913,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-018284,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-07-964d49
CSI-202405-15178992,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-019593,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202405-07019593,,
CSI-202405-12469641,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-019713,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202405-07019713,,
CSI-202405-6064954,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-022061,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202405-07022061,,
CSI-202405-15007286,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-022692,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202405-07022692,
CSI-202405-5714177,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-022695,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202405-07022695,,
CSI-202405-5484016,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-026868,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202405-07026868,,
CSI-202405-11382209,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-027021,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202405-07027021,,
CSI-202405-9569469,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-027132,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202405-07027132,
CSI-202405-10082605,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-028173,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202405-07028173,,
CSI-202405-6792103,2024-05-07,2024-05-07,,2026-01-15,CUST-L3-029142,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202405-07029142,,
CSI-202405-12102780,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-000367,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202405-08000367,,
CSI-202405-10507194,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-001397,EMP-L3-00019,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-08-7ed893
CSI-202405-1008880,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-001649,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202405-08001649,,
CSI-202405-10483422,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-001954,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202405-08001954,,
CSI-202405-3417061,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-002975,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202405-08002975,,
CSI-202405-14968990,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-005822,EMP-L3-00043,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-08-92c9d9
CSI-202405-3769480,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-007627,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202405-08007627,,
CSI-202405-6255100,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-008027,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202405-08008027,,
CSI-202405-8200514,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-008643,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202405-08008643,,
CSI-202405-8358052,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-009310,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-08-7e6699
CSI-202405-5589245,2024-05-08,2024-05-08,,2026-01-15,CUST-L3-009431,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202405-08009431,,
